wikipedia|born|institution|field|almamater|doctoraladvisor|contributions|awards|website|nationality|education|fields|institutions|doctoralstudents|influenced|schoolortradition|influences|knownfor|occupation|academicbackground|academicwork|yearsactive|spouses|chinesename|traditionalchinese|simplifiedchinese|transcriptions|standardmandarin|hanyupinyin|citizenship|academicadvisors|politicalparty|employer|thesis|died|parents|children|doctoraladvisors|causeofdeath|restingplace|othernames|partners|notablework|agent|authorabbrevbotany|notablestudents|notableworks|title|discipline|subdiscipline|organization|relatives|majorcompetitions|notes|allegiance|servicebranch|serviceyears|rank|codename|othernotablestudents|height|boardmemberof|department|notablecredits|personal|religion|denomination|synagogue|yeshiva|semicha|koreanname|hangul|hanja|revisedromanization|mccunereischauer|maininterests|predecessor|successor|networth|criminalstatus|criminalcharge|penalty|timeatlarge|details|date|locations|targets|killed|weapons|dateapprehended|genres|instruments|honours|school|lineage|dharmanames|temple|seniorposting|teacher|periodinoffice|patrons|region|chinese|otheracademicadvisors|movement|youtubeinformation|channel|location|genre|subscribers|totalviews|yuecantonese|jyutping|labels|employers|basedin|alsoknownas|areas|pseudonyms|era|signature|residence|ringnames|billedheight|billedweight|billedfrom|trainedby|debut|status|nasaastronaut|timeinspace|selection|totalevas|totalevatime|missions|missioninsignia|notableideas|origin|associatedacts|criminalcharges|haircolor|eyecolor|cnsaastronaut|organisation|personalinformation|hometown|television
Drew_Fudenberg|['New York City']|['MIT']|['Game theory', 'General equilibrium']|['Harvard College', 'MIT']|['Eric Maskin', None]|['Folk theorem (game theory)']|['Guggenheim Fellowship', 'American Academy of Arts and Sciences']||[]||||['Matthew Rabin', 'Glenn Ellison', 'Sendhil Mullainathan']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Duncan_Black|['Motherwell']||['Social economics']|['University of Glasgow']|||||['United Kingdom']||||||['Public choice theory']|['Charles Lutwidge Dodgson', 'Ronald Coase', 'Anthony Downs']||||||||||||||||||['Paignton']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ebonya_Washington||||['Brown University', 'Massachusetts Institute of Technology']|['Doctoral advisor', 'Sendhil Mullainathan', 'Jonathan Gruber (economist)']|||[None]|||[]|['Yale University']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ed_Glaeser|['Manhattan', 'New York (state)']||['Economics']|['Princeton University', 'University of Chicago']|['José Scheinkman']||||['Americans']||||['Jesse Shapiro']|||['Jane Jacobs', 'Robert Lucas, Jr.', 'Gary Becker']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eduardo Levy_Yeyati|['Buenos Aires', 'Argentina']|['Universidad Torcuato Di Tella', 'Universidad de Buenos Aires', 'Harvard Kennedy School of Government']|['Economic Development', 'International Finance']|['Universidad de Buenos Aires', 'University of Pennsylvania']|||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eduardo_Engel||['University of Chile', 'Yale University', 'Harvard University']|['Macroeconomics']|['MIT', 'Stanford University', 'University of Chile']|['Persi Diaconis', 'Ph.D.', 'Roland Bénabou']||['Frisch Medal']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Edward_Glaeser|['Manhattan', 'New York (state)']||['Economics']|['Princeton University', 'University of Chicago']|['José Scheinkman']||||['Americans']||||['Jesse Shapiro']|||['Jane Jacobs', 'Robert Lucas, Jr.', 'Gary Becker']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Edward_Miguel|[]|['University of California, Berkeley']|['Development economics', 'Environmental economics', 'Health economics', 'Political economy']|['Massachusetts Institute Technology', 'Harvard University']|['Michael Kremer', None]||||['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Edward_Nelson|['Decatur, Georgia']|||['University of Chicago', 'University of Chicago']|['Doctoral advisor', 'Irving Segal']||['Leroy P. Steele Prize']||||['Physics', 'Mathematics']|['Institute for Advanced Study', 'Princeton University']|||||['Stochastic quantum mechanics', 'Stochastic quantization']|||||[]|||||||['Americans']||||['Thesis']|['Princeton, New Jersey']||[]|||||||||['Eric Anders Carlen', 'Richard M. Dudley', 'John D. Lafferty', 'Greg Lawler']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Edward_Prescott|['Glens Falls, New York']|['Australian National University', 'Arizona State University', 'Carnegie Mellon University', 'Federal Reserve Bank of Minneapolis', 'Federal Reserve Bank of Richmond', 'Northwestern University', 'University of Minnesota', 'University of Pennsylvania', 'University of California, Santa Barbara', 'University of Chicago', 'New York University']||['Swarthmore College', 'Case Western Reserve University', 'Carnegie Mellon University']|['Michael C. Lovell']|['Real business cycles', 'Dynamic inconsistency', 'Economic policy']|['Nobel Prize in Economics']||[]||||['Costas Azariadis', 'Gary Hansen', 'Finn Kydland', 'V. V. Chari', 'Fernando Alvarez (economist)', None]||['New classical economics']|['Morris H. DeGroot', 'Robert Lucas, Jr.', 'John Muth']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Edwin_Kuh|['Chicago, Illinois']|['MIT Sloan School of Management']|['Economics', 'Econometrics']|['Harvard University', 'Williams College']|||||[]|||||||['James Duesenberry', 'John Lintner', 'Guy Orcutt']||||||||||||||||||['Cambridge, Massachusetts']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eileen_Appelbaum|[]|['Center for Economic and Policy Research']|||||||['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ekaterina_Zhuravskaya|['Moscow, Russia']|||['Moscow State University', 'London School of Economics', 'Harvard University']|['Doctoral advisor', 'Andrei Shleifer', 'Alberto Alesina', 'David Cutler']||['Birgit Grodal', 'Russian Academy of Sciences']|[None]|||[]|['New Economic School', 'Paris School of Economics']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eldar_Shafir||||[]|['Doctoral advisor', 'Daniel Osherson']||[]||[]|[]|[]|[]|||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Elhanan_Helpman|['Soviet Union']|['Harvard University', 'Tel Aviv University']|['International trade', 'Economic growth', 'Political economy']|['Harvard University', 'Tel Aviv University', 'Tel Aviv University']|['Richard E. Caves', 'Hendrik S. Houthakker']|['New trade theory', 'New growth theory']|['Israel Prize', 'BBVA Foundation Frontiers of Knowledge Awards', 'EMET Prize', 'Nemmers Prize in Economics', 'Onassis Prize']||['State of Israel']|||||||['Eitan Berglas', 'Menahem Yaari']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eli_Berman|['Ottawa']||||||||||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Elisabeth_Sadoulet||||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Elise_Brezis||['Bar-Ilan University']||['Massachusetts Institute of Technology']|['Paul Krugman', 'Rüdiger Dornbusch']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Elizabeth_Bradley|['Hampstead', 'County of London']||||||||||||||||['Coronation Street']|['Actress']|||[]|||||||||||||['Paris']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Elizabeth_Cascio||||['Franklin & Marshall College', 'University of California, Berkeley']|||['Labour Economics (journal)']|[None]|||[]|['University of California, Davis', 'Dartmouth College']||||||||||['Ethan G. Lewis']||||||||||||||[]|['Doctoral advisor', 'David Card']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Elizabeth_Dhuey||['University of Toronto Scarborough']|['Economics of Education (page does not exist)']|['University of Colorado Boulder', 'Bachelor of Arts', 'University of California, Santa Barbara', 'Master of Arts', 'Doctor of Philosophy']||||[None]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Elizabeth_Webster||||||||||||||||||[]|||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ellen_McGrattan|[]|||['Alma mater', 'Boston College', 'Bachelor of Science', 'Stanford University', 'Doctor of Philosophy']||||[None]|[]|||['University of Minnesota', 'Federal Reserve Bank of Minneapolis', 'National Bureau of Economic Research', 'Duke University']|||||||[]|[]|||||||||||||['Thesis']|||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ellen_Meara||['The Dartmouth Institute for Health Policy and Clinical Practice', 'National Bureau of Economic Research', 'Dartmouth College']|['Health economics']|['Harvard University', 'Northwestern University']||||[None]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Emi_Nakamura|[]|||['Princeton University', 'Harvard University']|['Doctoral advisor', 'Robert Barro', 'Ariel Pakes']||['John Bates Clark Medal', 'Elaine Bennett Research Prize']|[None]|||[]|['University of California, Berkeley', 'Columbia University']||||||||||['Jón Steinsson']|||||||['Americans', 'Canadians', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Emily_Oster|||||||||[]|['Harvard University']||['University of Chicago', 'Brown University']||||||[]|[]|[]||['Jesse Shapiro']|||||||||||||['Sharon Oster', 'Ray Fair']|[]||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Emmanuel_Farhi|['Paris', 'France']|['Harvard University', 'Toulouse School of Economics']|['Macroeconomics', 'Finance', 'Mathematical economics']|['École Normale Supérieure', 'École nationale supérieure des mines de Paris (Mines ParisTech)', 'Massachusetts Institute of Technology']|['Ricardo J. Caballero', None, 'Iván Werning', None]||||[]|||||||||||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Emmanuel_Saez|[]|['University of California, Berkeley']|['Public economics', 'Economic history']|['École Normale Supérieure', 'Massachusetts Institute of Technology', 'Paris School of Economics']|['James M. Poterba', None, 'Peter Diamond', None]|['Economic inequality']|['John Bates Clark Medal', 'MacArthur Fellowship']||[]||||||['Neo-Keynesian economics']|['Anthony Barnes Atkinson']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Enrico_Moretti|['Italy', None]|['University of California, Berkeley']|['Labor economics', 'Urban economics']|['Bocconi University']|||['Econometric Society']|[None]|[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eric_Bond|[]|['Vanderbilt University']|['International economics']|['University of Rochester']|['Walter Oi', 'Ronald W. Jones']||||['Americans']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eric_Edmonds||['Dartmouth College']|['Child labour', 'Forced labor', 'Human trafficking', 'Human capital']|['Princeton University', 'University of Chicago']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eric_Ghysels|['Brussels']|['University of North Carolina at Chapel Hill']|['Finance', 'Financial econometrics']|['Northwestern University']|||||['Belgium']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eric_Hanushek|['Lakewood, Ohio']|['Stanford University', 'University of Rochester', 'Yale University']|['Education economics']|['Massachusetts Institute of Technology', 'United States Air Force Academy']|||||['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eric_Maskin|['New York City, New York', 'United States']|['Harvard University', 'Institute for Advanced Study', 'Massachusetts Institute of Technology', 'Princeton University', 'University of Cambridge']|['Game theory']|['Harvard University']|['Kenneth Arrow']|['Mechanism design']|['Nobel Memorial Prize in Economic Sciences']||['United States']||||['Abhijit Banerjee', 'Drew Fudenberg', None, 'Robert W. Vishny', None, 'Mathias Dewatripont', 'David S. Scharfstein', 'Jean Tirole']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eric_Swanson|||||||||[]|['University of Minnesota', 'Hamline University School of Law']||||||||[]||||['Shana Madoff']||||||||||['BATS Global Markets']||||[]|||||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eric_von Hippel|[]|||['Harvard', 'MIT', 'Carnegie Mellon']|['Doctoral advisor', 'Dwight Baumann (page does not exist)', 'Charles Kriebel (page does not exist)', 'Milton Shaw (page does not exist)', 'Edward B. Roberts']||||||['Management', 'Innovation']|['Massachusetts Institute of Technology']|['Dietmar Harhoff (page does not exist)', 'Stefan Thomke', 'Karim Lakhani', 'Sonali Shah (professor) (page does not exist)', 'Susumu Ogawa', 'Benjamin Mako Hill']||||['User innovation', 'Lead user']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Erica_Field|[]|||['Vassar College', 'Princeton University']|||['Elaine Bennett Research Prize']|[None]|||[]|['Hoover Institution', 'Institute for Advanced Study', 'Harvard University', 'Duke University']|||||||||||||||||||||||||['Doctoral advisor', 'Henry Farber', 'Anne Case']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Erik_Brynjolfsson|[]|||['Harvard University', 'Massachusetts Institute of Technology']|||[]||||['Information Systems', 'Economics']|['Stanford University']|||||['Productivity paradox', 'The Long Tail', 'Product bundling', 'Cyberbalkanization']||||||||||||[]||||||||||||||||['Shuman Ghosemajumder', 'Lorin Hitt', 'Yu (Jeffrey) Hu', 'Michael D. Smith (economist)', 'Marshall Van Alstyne', 'Xiaoquan (Michael) Zhang']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Erin_Johnson|[]|||"['Carleton University', ""Queen's University at Kingston""]"|['Doctoral advisor', 'Axel D. Becke']||['Rutherford Memorial Medal', 'Chemical Institute of Canada', 'World Association of Theoretical and Computational Chemists']|[None]||||['Duke University', 'University of California, Merced', 'Dalhousie University']|||||||||||||||||||||['Thesis', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ernst_Fehr|['Hard, Austria']|['University of Zürich']|['Behavioral economics']|['University of Vienna']|||['Gossen Prize', 'Marcel Benoist Prize']||['Austria', 'Switzerland', None]||||['Armin Falk']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Esther_Duflo|['Paris', 'France']||||['Doctoral advisor', 'Abhijit Banerjee', None, 'Joshua Angrist', None]||['Nobel Memorial Prize in Economic Sciences', 'Princess of Asturias Awards', 'John von Neumann Award', 'Dan David Prize', 'John Bates Clark Medal', 'Calvó-Armengol International Prize', 'MacArthur Fellowship']||['France', 'United States of America', None]|['École normale supérieure (Paris)', 'Bachelor of Arts', 'School for Advanced Studies in the Social Sciences', 'Master of Advanced Studies', 'Massachusetts Institute of Technology', 'Doctor of Philosophy']|['Socioeconomics', 'Development economics']|['Massachusetts Institute of Technology']|['Dean Karlan', None, 'Rema Hanna', None, 'Nancy Qian', None]|||||||||['Abhijit Banerjee']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eswar_Prasad|[]|||['University of Madras', 'B.A.', 'Brown University', 'M.A.', 'University of Chicago', 'Ph.D.']|||||||||||||[]|['Economist']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eugene_Kandel||['Hebrew University of Jerusalem']|[]|['University of Chicago', 'Hebrew University of Jerusalem', 'University of Chicago', 'Hebrew University of Jerusalem']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eva_Vivalt|['Toronto', 'Ontario']|['Australian National University']|['Developmental economics', 'Labor economics']|['Dartmouth College', 'University of California, Berkeley', 'University of Oxford']|['Edward Miguel']|||[None]|['Canada']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Fabio_Panetta|['Rome']||||||||['Italy']|['London Business School']||||||||['Executive Board of the European Central Bank']||||||||||||||['European Central Bank']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Fabrizio_Zilibotti|['Bologna']|['Yale University']|['Macroeconomics', 'Political economics', 'Economic Growth (page does not exist)', 'The Economy of China (page does not exist)']|['London School of Economics', 'Yale University', 'University of Bologna']|['Charlie Bean (economist)']||['Yrjö Jahnsson Award']||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
